idx,title,desc,org_link,pDate
549,1월 11일 인사,산업안전연구 <b>김진현</b> △〃 직업건강연구 이상길 △〃 산업화학연구 김현석 △산업안전보건교육원 교육과정운영 우용하 △〃 교수 송재준 △미래전문기술원 원장 류장진 △〃 전자산업보건센터소장 이문도... ,,2021-01-10 18:50:00
550,[인사] 안전보건공단,산업안전연구실장 <b>김진현</b> ▲산업안전보건연구원 직업건강연구실장 이상길 ▲산업안전보건연구원 산업화학연구실장 김현석 ▲산업안전보건교육원 교육과정운영실장 우용하 ▲산업안전보건교육원 교수실장 송재준... ,,2021-01-10 11:33:00
551,"U-23 축구대표 골키퍼 안준수, 부산서 새 출발","임대 생활을 마치고 지난해 세레소 오사카로 복귀했으나 한국 국가대표 출신 골키퍼 <b>김진현</b> 등이 버틴 오사카에서 안준수는 여전히 기회를 얻지 못했고, 결국 계약 만료와 함께 국내 복귀를 선택했다. 안준수는... ",,2021-01-10 10:48:00
552,"대구·경북, 상주 열방센터 방문자 70% 미검사…지역 감염 확산 우려",[<b>김진현</b>/경상북도 복지건강국장 : &quot;참석(열방센터 방문)을 부인하시는 분들에 대해서는 전화도 하고요 문자로 발송도 하고 실제로 찾아가서 검사를 받으라고 권고하고 있습니다. &quot;] 대구시와 경북도는 열방센터... ,,2021-01-09 21:51:00
553,[인사] 안전보건공단,산업안전연구실장 <b>김진현</b> 산업안전보건연구원 직업건강연구실장 이상길 산업안전보건연구원 산업화학연구실장 김현석 산업안전보건교육원 교육과정운영실장 우용하 산업안전보건교육원 교수실장 송재준... ,,2021-01-09 19:11:00
554,R]대구 임시 선별검사소 늘려,◀ＩＮＴ▶<b>김진현</b>/경상북도 보건복지국장 &quot;(학원) 사람 수가 많다 보니까 거기서 간접 접촉을 했다든지... 이런 분들에 대해서 지속적으로 모니터링해야 합니다.&quot; 송정교회 관련 접촉자 4명이 확진되는 등 구미에서만... ,,2021-01-08 21:35:00
555,대구경북TBC)상주 BTJ열방센터 숨은 감염자 추적 비상!,"[<b>김진현</b>/경상북도 복지건강국장] &quot;일상 속에서 감염이 지속되고 있습니다. 종교시설, 가족 모임, 학원 어떤 곳이든지 코로나19로부터 완전히 안전한 곳이 없습니다.&quot; 대구와 경북은 신규 확진자가 0시 기준으로... ",,2021-01-08 20:52:00
556,R]대구 임시 선별검사소 늘려,◀ＩＮＴ▶<b>김진현</b>/경상북도 보건복지국장 &quot;(학원) 사람 수가 많다 보니까 거기서 간접 접촉을 했다든지... 이런 분들에 대해서 지속적으로 모니터링해야 합니다.&quot; 송정교회 관련 접촉자 4명이 확진되는 등 구미에서만... ,,2021-01-08 18:02:00
557,"[오피셜] 김학범호 골키퍼 안준수, 日 세레소→부산행","베테랑 골키퍼 <b>김진현</b>이 버티고 있어 출전 기회를 잡지 못했다. 계약 만료 후 K리그 복귀를 택했다. 안준수는 현재 김학범 감독이 지휘하는 U-23 대표팀의 일원으로, U-15 대표팀을 시작으로 어릴 때부터 계속 연령... ",,2021-01-08 17:30:00
558,"경북도, 2020년 안심식당 운영 평가 전국 1위 선정",<b>김진현</b> 경북도 복지건강국장은 &quot;덜어먹는 식문화 확산을 위해 다양한 사업을 적극 추진한 결과가 이번 수상으로 이어졌다&quot;며 &quot;올해에도 경북안심식당 지정제를 적극 추진해 도민들이 감염병 걱정없이 음식점을 이용할... ,,2021-01-08 15:41:00
559,"경북도, 2020년 안심식당 운영 평가 전국 1위 선정","<b>김진현</b> 경상북도 복지건강국장은 &quot;그동안 덜어먹는 식문화 확산을 위해 다양한 사업을 적극 추진한 결과가 이번 수상으로 이어졌으며, 2021년에도 경북안심식당 지정제를 적극 추진하여 도민들이 감염병 걱정없이... ",,2021-01-08 11:55:00
560,[인사명단]안전보건공단 인사(1월11일자),"산업안전연구실장 <b>김진현</b>, 직업건강연구실장 이상길, 산업화학연구실장 김현석 △산업안전보건교육원 교육과정운영실장 우용하, 교수실장 송재준 △미래전문기술원 원장 류장진, 전자산업보건센터소장 이문도... ",,2021-01-08 10:35:00
561,"다산행정복지센터 종합민원실, 음악과 향기가 있는 “휴식과 힐링의 공간”으...",(센터장 <b>김진현</b>) 종합민원실이 2021년 새해부터 휴식과 힐링의 공간으로 꾸며진다고 밝혔다.... <b>김진현</b> 센터장은 “신규 인구 유입에 따른 행정수요 증가와 코로나19로 인한 시대적 변화에 대응하는 다각적 행정서비스가... ,,2021-01-08 09:25:00
562,[인사] 산림청 외,산업안전연구실장 <b>김진현</b>▷〃직업건강연구실장 이상길▷〃산업화학연구실장 김현석▷산업안전보건교육원 교육과정운영실장 우용하▷〃 교수실장 송재준▷미래전문기술원장 류장진▷〃전자산업보건센터소장 이문도... ,,2021-01-08 03:08:00
563,"&quot;신속·안전하게 백신 접종&quot;…경북·대구, 사전 준비나서","1차 대응요원, 경찰·소방공무원·군인 등이 포함될 것으로 보인다. <b>김진현</b> 경북도 복지건강국장은 &quot;정부의 백신접종계획이 수립되면 신속하고 안전하게 백신 접종이 이뤄질 수 있도록 최선의 노력을 기울이겠다&quot;고 말했다.",,2021-01-08 00:13:00
564,"경북도, 2020년 안심식당 운영 평가 전국 1위",또한 부서 간 협업을 통해 시군 안심식당 지정과 안심 접시 경진대회를 추진하고 업소 주도형 영업주 실명제 방역 사업을 함께 추진한 점도 돋보였다.<b>김진현</b> 경상북도 복지건강국장은 &quot;그동안 덜어 먹는 식문화... ,,2021-01-07 23:57:00
565,"경북도, '2020 안심식당 운영 평가' 전국 1위 선정",<b>김진현</b> 도 복지건강국장은 &quot;그동안 덜어먹는 식문화 확산을 위해 다양한 사업을 적극 추진한 결과가 이번 수상으로 이어졌다&quot;며 &quot;2021년에도 경북안심식당 지정제를 적극 추진해 도민들이 감염병 걱정없이 음식점을... ,,2021-01-07 22:36:00
566,[인사] 안전보건공단,산업안전연구실장 <b>김진현</b> /직업건강연구실장 이상길 /산업화학연구실장 김현석 /산업안전보건교육원 교육과정운영실장 우용하 /교수실장 송재준 /미래전문기술원 원장 류장진 /전자산업보건센터소장 이문도... ,,2021-01-07 22:24:00
567,명실상부 식문화개선 최우수기관 ‘경북도’,"<b>김진현</b> 경북도 복지건강국장은 “그동안 덜어먹는 식문화 확산을 위해 다양한 사업을 적극 추진한 결과가 이번 수상으로 이어졌으며, 올해에도 경북안심식당 지정제를 적극 추진해 도민들이 감염병 걱정없이... ",,2021-01-07 22:06:00
568,구미 간호학원발 16명 확진 “학원서 함께 식사”,"[<b>김진현</b>/경상북도 복지건강국장 : &quot;교회라든가 직장이라든가 이런 게 어떻게 역학관계가 있는지에 대해서 (조사할 계획입니다. ) 강사가 마스크를 벗고 하는 거라든가, 적정한 거리두기나 칸막이를 하는지...&quot;] 학원... ",,2021-01-07 22:06:00
569,"경북도, 안심식당 운영 평가 전국 1위 선정",<b>김진현</b> 경북도 복지건강국장은 &quot;그동안 덜어먹는 식문화 확산을 위해 다양한 사업을 적극 추진한 결과가 이번 수상으로 이어졌다&quot;며 &quot;2021년에도 경북안심식당 지정제를 적극 추진해 도민들이 감염병 걱정없이... ,,2021-01-07 21:28:00
570,"경북도, 2020년 안심식당 운영 평가 전국 1위 선정",또한 부서간 협업을 통해 시군 안심식당 지정과 안심접시 경진대회를 추진하고 업소 주도형 영업주 실명제 방역 사업을 함께 추진한 점도 돋보였다.<b>김진현</b> 경상북도 복지건강국장은 “그동안 덜어먹는 식문화 확산을... ,,2021-01-07 20:50:00
571,"남양주시 다산행정복지센터, 종합민원실 휴식과 힐링공간 운영",<b>김진현</b> 센터장은 &quot;신규 인구 유입에 따른 행정수요 증가와 코로나19로 인한 시대적 변화에 대응하는 다각적 행정서비스가 요구되는 시점이다&quot;라며 &quot;지속적인 시민 친화적 서비스 개발로 시민맞춤형 행정서비스를 제공할... ,,2021-01-07 20:11:00
572,"경북도, 안심식당 운영 평가 2년 연속 최우수 `전국 1위`","<b>김진현</b> 경북도 복지건강국장은 &quot;그동안 덜어먹는 식문화 확산을 위해 다양한 사업을 적극 추진한 결과가 이번 수상으로 이어졌으며, 올해도 경북안심식당 지정제를 적극 추진해 도민들이 감염병 걱정없이 음식점을... ",,2021-01-07 19:28:00
573,구미 간호학원발 16명 확진 “학원서 함께 식사”,"[<b>김진현</b>/경상북도 복지건강국장 : &quot;교회라든가 직장이라든가 이런 게 어떻게 역학관계가 있는지에 대해서 (조사할 계획입니다. ) 강사가 마스크를 벗고 하는 거라든가, 적정한 거리두기나 칸막이를 하는지...&quot;] 학원... ",,2021-01-07 19:15:00
574,"남양주시 다산1동 통장협의회, 새해맞이 후원금 2백만원 기부","이에 <b>김진현</b> 다산행정복지센터장은 &quot;2021년 신축년의 시작을 아낌없는 나눔으로 동참해 주신 통장협의회에 깊은 감사를 드린다&quot;며, &quot;우리 센터에서도 민관협력을 기반으로 지역사회 어려운 이웃을 살피고 지원하는 데... ",,2021-01-07 17:52:00
575,"경북도, 농림부 안심식당 운영평가 ‘전국 1위’","<b>김진현</b> 경상북도 복지건강국장은 “그동안 덜어먹는 식문화 확산을 위해 다양한 사업을 적극 추진한 결과가 이번 수상으로 이어졌으며, 2021년에도 경북안심식당 지정제를 적극 추진하여 도민들이 감염병 걱정없이... ",,2021-01-07 17:36:00
576,[인사] 교육부 / 농림축산식품부 / 경찰청 등,남해승 ◆산업안전보건연구원 △산업안전연구실장 <b>김진현</b> △직업건강연구실장 이상길 △산업화학연구실장 김현석 ◆산업안전보건교육원 △교육과정운영실장 우용하 △교수실장 송재준 ◆미래전문기술원 △원장 류장진... ,,2021-01-07 17:10:00
577,"남양주시 다산1동 통장협의회, 새해맞이 후원금 200만원 기부","이에 <b>김진현</b> 다산행정복지센터장은 “2021년 신축년의 시작을 아낌없는 나눔으로 동참해 주신 통장협의회에 깊은 감사를 드린다”며, “우리 센터에서도 민관협력을 기반으로 지역사회 어려운 이웃을 살피고 지원하는... ",,2021-01-07 16:48:00
578,[인사] 안전보건공단,"산업안전연구실장 <b>김진현</b>, 직업건강연구실장 이상길, 산업화학연구실장 김현석 ▲산업안전보건교육원 교육과정운영실장 우용하, 교수실장 송재준 ▲미래전문기술원장 류장진, 전자산업보건센터소장 이문도... ",,2021-01-07 16:30:00
579,[인사] 안전보건공단 승진 및 전보,"산업안전연구실장 <b>김진현</b>, 직업건강연구실장 이상길, 산업화학연구실장 김현석 ▲산업안전보건교육원 교육과정운영실장 우용하, 교수실장 송재준 ▲미래전문기술원 원장 류장진, 전자산업보건센터소장 이문도... ",,2021-01-07 16:20:00
580,"남양주시 다산1동 통장協, 이웃돕기 200만원 기부",이에 <b>김진현</b> 다산행정복지센터장은 “2021년 신축년의 시작을 아낌없는 나눔으로 동참해 주신 통장협의회에 깊은 감사를 드린다”며 “우리 센터에서도 민관협력을 기반으로 지역사회 어려운 이웃을 살피고 지원하는 데... ,,2021-01-07 16:16:00
581,[인사] 안전보건공단,산업안전연구실장 <b>김진현</b> ▲산업안전보건연구원 직업건강연구실장 이상길 ▲산업안전보건연구원 산업화학연구실장 김현석 ▲산업안전보건교육원 교육과정운영실장 우용하 ▲산업안전보건교육원 교수실장 송재준... ,,2021-01-07 16:03:00
582,[인사] 안전보건공단,"산업안전연구실장 <b>김진현</b>, 직업건강연구실장 이상길, 산업화학연구실장 김현석 ○ &lt;산업안전보건교육원&gt; 교육과정운영실장 우용하, 교수실장 송재준 ○ &lt;미래전문기술원&gt; 원장 류장진, 전자산업보건센터소장 이문도... ",,2021-01-07 15:48:00
583,[인사]안전보건공단,산업안전연구실장 <b>김진현</b> △산업안전보건연구원 직업건강연구실장 이상길 △산업안전보건연구원 산업화학연구실장 김현석 △산업안전보건교육원 교육과정운영실장 우용하 △산업안전보건교육원 교수실장 송재준... ,,2021-01-07 15:39:00
584,(인사)안전보건공단,산업안전연구실장 <b>김진현</b> ▲산업안전보건연구원 직업건강연구실장 이상길 ▲산업안전보건연구원 산업화학연구실장 김현석 ▲산업안전보건교육원 교육과정운영실장 우용하 ▲산업안전보건교육원 교수실장 송재준... ,,2021-01-07 15:22:00
585,&lt;인사&gt; 안전보건공단,산업안전연구실장 <b>김진현</b> △산업안전보건연구원 직업건강연구실장 이상길 △산업안전보건연구원 산업화학연구실장 김현석 △산업안전보건교육원 교육과정운영실장 우용하 △산업안전보건교육원 교수실장 송재준... ,,2021-01-07 15:21:00
586,"경북도, ‘2020년 안심식당 운영 우수 지자체 평가’ 전국 1위 선정돼",또한 부서 간 협업을 통해 시군 안심식당 지정과 안심접시 경진대회를 추진하고 업소 주도형 영업주 실명제 방역 사업을 함께 추진한 점도 돋보였다.<b>김진현</b> 경상북도 복지건강국장은 &quot;그동안 덜어먹는 식문화 확산을... ,,2021-01-07 15:17:00
587,"경북도, 안심식당 운영 평가 '전국 1위'",<b>김진현</b> 경북도 복지건강국장은 “그동안 덜어먹는 식문화 확산을 위해 다양한 사업을 적극 추진한 결과가 이번 수상으로 이어졌다”면서 “2올해도 도민들이 감염병 걱정 없이 음식점을 이용할 수 있도록 안심식당... ,,2021-01-07 15:15:00
588,"경북도, 2020 음식문화개선사업 대통령 표창 2년 연속 수상","<b>김진현</b> 경상북도 복지건강국장은 &quot;그동안 덜어먹는 식문화 확산을 위해 다양한 사업을 적극 추진한 결과가 이번 수상으로 이어졌으며, 2021년에도 경북안심식당 지정제를 적극 추진하여 도민들이 감염병 걱정없이... ",,2021-01-07 15:13:00
589,[인사] 한국산업안전보건공단(1월11일자),감사실장△<b>김진현</b> 산업안전보건연구원 산업안전연구실장 △이상길 산업안전보건연구원 직업건강연구실장△김현석 산업안전보건연구원 산업화학연구실장△우용하 산업안전보건교육원 교육과정운영실장 △송재준... ,,2021-01-07 15:02:00
590,"경북도, 안심식당 운영 전국 최우수 기관 선정",<b>김진현</b> 경북도 복지건강국장은 “덜어먹는 식문화 확산을 위해 다양한 사업을 적극 추진해 큰 상을 받았다. 올해도 경북 안심식당 지정제를 적극 추진해 도민들이 감염병 걱정없이 음식점을 이용할 수 있도록 하고... ,,2021-01-07 15:00:00
591,[인사]안전보건공단,산업안전연구실장 <b>김진현</b> ▲산업안전보건연구원 직업건강연구실장 이상길 ▲산업안전보건연구원 산업화학연구실장 김현석 ▲산업안전보건교육원 교육과정운영실장 우용하 ▲산업안전보건교육원 교수실장 송재준... ,,2021-01-07 14:59:00
592,[인사] 경찰청 외,산업안전연구실장 <b>김진현</b> △〃 직업건강〃 이상길 △〃 산업화학〃 김현석 △산업안전보건교육원 교육과정운영실장 우용하 △〃 교수실장 송재준 △미래전문기술원 원장 류장진 △〃 전자산업보건센터소장 이문도... ,,2021-01-07 14:54:00
593,"경북도, 2020년 안심식당 운영 평가 전국 1위...목표 대비 144% 달성",<b>김진현</b> 경상북도 복지건강국장은 “그동안 덜어먹는 식문화 확산을 위해 다양한 사업을 적극 추진한 결과가 이번 수상으로 이어졌으며 2021년에도 경북안심식당 지정제를 적극 추진해 도민들이 감염병 걱정없이... ,,2021-01-07 14:49:00
594,[인사] 안전보건공단(1월 11일자),"산업안전연구실장 <b>김진현</b>, 직업건강연구실장 이상길, 산업화학연구실장 김현석 ○ &lt;산업안전보건교육원&gt; 교육과정운영실장 우용하, 교수실장 송재준 ○ &lt;미래전문기술원&gt; 원장 류장진, 전자산업보건센터소장... ",,2021-01-07 14:35:00
595,미국에 윤동주 알린 시인 최연홍 씨 별세,"1981년 미국 국방장관 환경정책보좌관을 맡았고, <b>김진현</b> 서울대시립대 총장의 초청으로 귀국해 이 대학 도시과학대학원 교수로 지내기도 했다. 강단에 서면서도 많은 시와 소설을 쓴 그는 윤동주상 특별문학상(2009년)... ",,2021-01-07 14:27:00
596,"경북도, 2020년 안심식당 운영 평가 전국 1위 선정",<b>김진현</b> 경상북도 복지건강국장은 &quot;그동안 덜어먹는 식문화 확산을 위해 다양한 사업을 적극 추진한 결과가 이번 수상으로 이어졌으며 2021년에도 경북안심식당 지정제를 적극 추진해 도민들이 감염병 걱정없이... ,,2021-01-07 14:25:00
597,[인사] 안전보건공단,산업안전연구실장 <b>김진현</b> ▲산업안전보건연구원 직업건강연구실장 이상길 ▲산업안전보건연구원 산업화학연구실장 김현석 ▲산업안전보건교육원 교육과정운영실장 우용하 ▲산업안전보건교육원 교수실장 송재준... ,,2021-01-07 14:07:00
598,[인사]안전보건공단,산업안전연구실장 <b>김진현</b> ▲직업건강연구실장 이상길 ▲산업화학연구실장 김현석 ▲산업안전보건교육원 교육과정운영실장 우용하 ▲교수실장 송재준 ▲미래전문기술원장 류장진 ▲전자산업보건센터소장 이문도... ,,2021-01-07 13:47:00
599,[인사] 한국산업안전보건공단,"산업안전연구실장 <b>김진현</b>, 직업건강연구실장 이상길, 산업화학연구실장 김현석 ○ &lt;산업안전보건교육원&gt; 교육과정운영실장 우용하, 교수실장 송재준 ○ &lt;미래전문기술원&gt; 원장 류장진, 전자산업보건센터소장 이문도... ",,2021-01-07 13:40:00
600,[인사]안전보건공단,산업안전연구실장 <b>김진현</b> ▲산업안전보건연구원 직업건강연구실장 이상길 ▲산업안전보건연구원 산업화학연구실장 김현석 ▲산업안전보건연구원 교육과정운영실장 우용하 ▲산업안전보건연구원 교수실장 송재준... ,,2021-01-07 13:34:00
601,[인사] 안전보건공단,산업안전연구실장 <b>김진현</b>ㆍ직업건강연구실장 이상길ㆍ산업화학연구실장 김현석 △산업안전보건교육원 교육과정운영실장 우용하ㆍ교수실장 송재준 △미래전문기술원 원장 류장진ㆍ전자산업보건센터소장 이문도... ,,2021-01-07 13:33:00
602,[인사] 안전보건공단 승진 및 전보,"산업안전연구실장 <b>김진현</b>, 직업건강연구실장 이상길, 산업화학연구실장 김현석△산업안전보건교육원 교육과정운영실장 우용하, 교수실장 송재준△미래전문기술원 원장 류장진, 전자산업보건센터소장 이문도... ",,2021-01-07 13:29:00
603,"남양주시 다산1동 통장협의회, 새해맞이 후원금 2백만원 기부","이에 <b>김진현</b> 다산행정복지센터장은 &quot;2021년 신축년의 시작을 아낌없는 나눔으로 동참해 주신 통장협의회에 깊은 감사를 드린다&quot;며, &quot;우리 센터에서도 민관협력을 기반으로 지역사회 어려운 이웃을 살피고 지원하는 데... ",,2021-01-07 13:07:00
604,"남양주시 다산1동 통장협의회, 새해맞이 후원금 2백만원 기부","이에 <b>김진현</b> 다산행정복지센터장은 “2021년 신축년의 시작을 아낌없는 나눔으로 동참해 주신 통장협의회에 깊은 감사를 드린다”며, “우리 센터에서도 민관협력을... ",,2021-01-07 11:13:00
605,광주FC ‘김호영 체제’ 선수단 재구성 본격화,"윌리안, 임민혁, 김정환, <b>김진현</b>, 김창수, 김태윤, 박준희, 아슐마토프, 한용수, 황인혁 등 10명이다. 이로 인해 지난달 28일 시작된 팀훈련 참가 선수는 21명이었다. 광주는 현재 비어있는 포지션의 선수들을 빠르게 영입... ",,2021-01-06 17:58:00
606,"다산행정복지센터 종합민원실, 음악과 향기가 있는 &quot;휴식과 힐링의 공간&quot;으로",이에 <b>김진현</b> 센터장은 &quot;신규 인구 유입에 따른 행정수요 증가와 코로나19로 인한 시대적 변화에 대응하는 다각적 행정서비스가 요구되는 시점으로 지속적인 시민 친화적 서비스 개발과 제공이 중요하다&quot;며 인구 10만에... ,,2021-01-06 17:42:00
607,[2021 대구경북인의 생각은?]① ‘코로나19’ 시도민 생각은?,[<b>김진현</b>/경상북도 복지건강국장 : &quot;다른 지자체보다는 더 우수하다는 평가를 받았습니다만 아직 부족하다고 느끼고 있습니다. 연말연시 방역대책의 효과가 1월 초에는 나타날 것으로 보고 있습니다. &quot;] 하 지만... ,,2021-01-05 09:23:00
608,"[2021 대구경북인의 생각은?]① 코로나19, 시도민 생각은?",[<b>김진현</b>/경상북도 복지건강국장 : &quot;다른 지자체보다는 더 우수하다는 평가를 받았습니다만 아직 부족하다고 느끼고 있습니다. 연말연시 방역대책의 효과가 1월 초에는 나타날 것으로 보고 있습니다. &quot;] 하 지만... ,,2021-01-04 22:17:00
609,"[2021 대구경북인의 생각은?]① 코로나19, 시도민 생각은?",[<b>김진현</b>/경상북도 복지건강국장 : &quot;다른 지자체보다는 더 우수하다는 평가를 받았습니다만 아직 부족하다고 느끼고 있습니다. 연말연시 방역대책의 효과가 1월 초에는 나타날 것으로 보고 있습니다. &quot;] 하 지만... ,,2021-01-04 19:41:00
610,경북 거리두기 2주 더 연장...'5인 이상 모임 금지' 확대,"INT, <b>김진현</b> / 경북도 보건복지국장 &quot;사회적 거리두기가 2주 더 연장됐습니다. 특히, 비수도권인 저희 경북에서도 이번 조치에 따라 회식이나 신년회 등 5명 이상 모임이 전면 금지됩니다.&quot; 다만, 장애인이나 아동처럼... ",,2021-01-04 19:00:00
611,[인사] 함양군 2021년 상반기 정기 인사,안전건설국건설교통과 △<b>김진현</b>/안전건설국건설교통과 △임수영 /안전건설국산삼엑스포과 △김현숙/안전건설국산삼엑스포과 △김영수/안전건설국 휴양밸리과 △장수철/안전건설국휴양밸리과 △박진철... ,,2021-01-04 15:43:00
612,"'카미사마'라 불리는 남자, 가와사키 수호신 정성룡",정성룡 외에도 김승규(가시와)·권순태(가시마)·<b>김진현</b>(세레소) 등이 있다. 정성룡은 “한국 골키퍼가 일본에 온다고 뛴다는 보장은 없다. 기량이 (일본 골키퍼보다) 낫다기보다 경쟁에서 살아남은 것”이라고 말했다.... ,,2021-01-04 15:19:00
613,경북이 배출한 역학조사관 제1호 임민아 주무관...17개 시·도 중 7번째,"<b>김진현</b> 경북도 복지건강국장은&quot;메르스, 코로나19 등 신종감염병의 출현, 짧아진 감염병 사이클 등 미래 질병에 대한 대응준비를 해야 한다&quot;면서 &quot;경북 제1호 역학조사관 배출을 기점으로 전문성과 실전능력을 겸비한... ",,2021-01-04 15:18:00
614,대구·경북 ‘5인 이상 사적 모임’ 금지…카페는 포장·배달만,"[<b>김진현</b>/경상북도 복지건강국장 : &quot;대규모로 발생하고 있지 않지만, 지역적으로는 일부 지역에서 현재는 구미나 상주 같은 곳에서는 아직도 지역적 확산이 되고 있는 상황입니다. &quot;] 특히 일부 조치는 더욱 강화됩니다.... ",,2021-01-04 09:31:00
615,"'경북 1호 역학조사관' 임민아 주무관, 질병관리청 전문과정 수료",<b>김진현</b> 경북도 복지건강국장은 &quot;경북 제1호 역학조사관 배출을 기점으로 전문성과 실전능력을 겸비한 전문 역학조사관을 확충해 감염병 대응력을 높이겠다&quot;고 말했다.,,2021-01-04 00:12:00
616,경북이 배출한 역학조사관 제1호…감염병관리과 임민아 주무관,2017년 경북도청 일반임기제 6급으로 임용돼 감염병 역학조사 업무를 담당해 왔다.<b>김진현</b> 경북도 복지건강국장은 “경북 제1호 역학조사관 배출을 기점으로 전문성과 실전능력을 겸비한 전문 역학조사관을 확충해... ,,2021-01-03 22:04:00
617,대구·경북 ‘5인 이상 사적 모임’ 금지…카페는 포장·배달만,"[<b>김진현</b>/경상북도 복지건강국장 : &quot;대규모로 발생하고 있지 않지만, 지역적으로는 일부 지역에서 현재는 구미나 상주 같은 곳에서는 아직도 지역적 확산이 되고 있는 상황입니다. &quot;] 특히 일부 조치는 더욱 강화됩니다.... ",,2021-01-03 21:59:00
618,경북 제1호 역학조사관 탄생 '화제'경북도 감염병 관리과 임민아 주무관,"<b>김진현</b> 경북도 복지건강국장은 &quot;메르스, 코로나19 등 신종감염병의 출현, 짧아진 감염병 사이클 등 미래 질병에 대해 대응준비를 해야 한다&quot;면서 &quot;경북 제1호 역학조사관 배출을 기점으로 전문성과 실전능력을 겸비한... ",,2021-01-03 20:50:00
619,"임민아 주무관, 경북도내 유일 역학조사관 임명","<b>김진현</b> 경북도 복지건강국장은 &quot;메르스, 코로나19 등 신종감염병의 출현, 짧아진 감염병 사이클 등 미래 질병에 대한 대응준비를 해야 한다. 경북 제1호 역학조사관 배출을 기점으로 전문성과 실전능력을 겸비한 전문... ",,2021-01-03 20:29:00
620,"경북도청 감염병관리과 임민아 주무관, 경북 역학조사관 제1호 '영예'","<b>김진현</b> 경북도 복지건강국장은 &quot;메르스, 코로나19 등 신종감염병의 출현, 짧아진 감염병 사이클 등 미래 질병에 대한 대응이 절실해졌다&quot;면서 &quot;경북 제1호 역학조사관 배출을 기점으로 전문성과 실전능력을 겸비한 전문... ",,2021-01-03 19:33:00
621,경북 제1호 역학조사관 탄생…17개 시·도 중 7번째,한다는 사명을 갖고 역학조사관의 역할과 책임을 다하겠다&quot;고 말했다. <b>김진현</b> 경북도 복지건강국장은 &quot;경북 제1호 역학조사관 배출을 기점으로 전문성과 실전능력을 겸비한 전문 조사관 확충에 노력하겠다&quot;고 말했다.,,2021-01-03 16:22:00
622,경북이 배출한 역학조사관 제1호…감염병관리과 임민아 주무관,"<b>김진현</b> 경북도 복지건강국장은 &quot;메르스, 코로나19 등 신종감염병의 출현, 짧아진 감염병 사이클 등 미래 질병에 대한 대응준비를 해야 한다&quot;며 &quot;경북 제1호 역학조사관 배출을 기점으로 전문성과 실전능력을 겸비한 전문... ",,2021-01-03 14:47:00
623,경북도 첫 역학조사관 배출…감염병관리과 임민아씨,경북도 <b>김진현</b> 복지건강국장은 “경북 제1호 역학조사관 배출을 기점으로 전문성과 실전능력을 겸비한 전문 역학조사관을 확충해 감염병 대응력을 높이겠다”고 했다.,,2021-01-03 14:20:00
624,"[화재인물] 경북도 역학조사관 1호, 임민아 주무관","<b>김진현</b> 경북도 복지건강국장은 “메르스, 코로나19 등 신종감염병의 출현과 짧아진 감염병 사이클 등 미래 질병에 대한 대응을 준비해야 한다”면서 “앞으로도 전문성과 실전능력을 겸비한 전문 역학조사관을 더욱... ",,2021-01-03 12:01:00
625,"임민아 주무관, '경북 1호 역학조사관' 화제","<b>김진현</b> 경북도 복지건강국장은 &quot;메르스, 코로나19 등 신종감염병의 출현, 짧아진 감염병 사이클 등 미래 질병에 대한 대응준비를 해야 한다&quot;며 &quot;경북 제1호 역학조사관 배출을 기점으로 전문성과 실전능력을 겸비한... ",,2021-01-03 11:47:00
626,“질병의 위험으로부터 도민 생명 지키겠습니다”,"<b>김진현</b> 경북도 복지건강국장은 “메르스, 코로나19 등 신종 감염병의 출현과 짧아진 감염병 사이클 등 미래 질병에 대한 대응 준비를 해야 한다”며 “경북 제1호 역학조사관 배출을 기점으로 전문성과 실전 능력을... ",,2021-01-03 11:04:00
627,"경북도 임민아 주무관, 질병관리청 전문과정 '제1호 역학조사관' 타이틀","<b>김진현</b> 경북도 복지건강국장은 &quot;신종감염병의 출현, 짧아진 감염병 사이클 등 미래 질병에 대한 대응준비를 해야 하는 시점에서, 경북 제1호 역학조사관 배출을 계기로 전문 역학조사관을 확충해 나가겠다&quot;고 전했다.... ",,2021-01-03 10:47:00
628,"경북도 임민아 주무관, 전국 유일 역학조사 전문과정 수료","<b>김진현</b> 경북도 복지건강국장은 &quot;메르스, 코로나19 등 신종감염병의 출현, 짧아진 감염병 사이클 등 미래 질병에 대한 대응준비를 해야할 때&quot;라며 &quot;경북 제1호 역학조사관 배출을 기점으로 전문성과 실전능력을 겸비한... ",,2021-01-03 10:34:00
629,경북 1호 역학조사관 나왔다...도청 임민아 주무관,<b>김진현</b> 경북도 복지건강국장은 “경북 제1호 역학조사관 배출을 기점으로 전문성과 실전능력을 겸비한 전문 역학조사관을 확충해 감염병 대응력을 높이겠다”고 밝혔다. ☞공감언론 뉴시스,,2021-01-03 09:26:00
630,대구·경북 49명 신규 확진…‘거리두기 2단계’ 2주 연장,[<b>김진현</b>/경상북도 복지건강국장 : &quot;구미는 아직도 교회가 조사 중이라든가 그런 상황이라서 조금 더 확대될 수도 있습니다. 그렇다 보니까 사람들이 모이는 것 자체가 최소한으로 모여야 하고….&quot;] 최근 2주간 하루평균... ,,2021-01-02 21:55:00
