idx,title,desc,org_link,pDate
115,"[생생경제] 현대차와 SK그룹의 콜라보, '수소동맹' 성공할까?",우리가 삼성의 경우에도 고 <b>이건희</b> 회장이 살아 있을 때 이거는 이제 공정위에서 이재용 부회장을 동일인으로 지정을 해버렸습니다. 이거는 이제 공정거래위원회에서 매년 자신기업 5조원이상 기업은 대기업집단으로... ,,2021-03-02 22:00:00
116,"[생생경제] 현대차와 SK그룹의 콜라보, '수소동맹' 성공할까?",우리가 삼성의 경우에도 고 <b>이건희</b> 회장이 살아 있을 때 이거는 이제 공정위에서 이재용 부회장을 동일인으로 지정을 해버렸습니다. 이거는 이제 공정거래위원회에서 매년 자신기업 5조원이상 기업은 대기업집단으로... ,,2021-03-02 21:23:00
117,[고견을 듣는다] 조국사태·부동산 정책·포퓰리즘 맹비난… 도 넘은 기업규제...,"박용진 &quot;기업인 <b>이건희</b> 혁신 인정해야 &quot; 고견을 듣는다 시대의 원로들 말·말·말 [고견을 듣는다]는 2018년 8월... 삼성 불법 경영권 승계 의혹을 줄곧 제기해온 그였지만 &quot;기업인 <b>이건희</b>의 혁신적 태도, 일류삼성을 만든... ",,2021-03-02 19:53:00
118,"인천 폴리텍대, 2021학년도 온라인 입학식 개최","<b>이건희</b> 총학생회장은 &quot;올 한해 코로나19 방역지침을 준수하는 가운데 재학생들과 대화의 시간을 적극 마련하고, 재학생들의 소속감과 자부심 고취를 위해 두 발로 열심히 뛰겠다.&quot; 고 환영사를 전했다. 한편, 이날 오전... ",,2021-03-02 17:46:00
119,[아침햇발] 김범수·김봉진도 하는데 이재용은… / 곽정수,"20조원에 달하는 <b>이건희</b> 회장의 유산 중에서 삼성생명 주식(4151만주·20.76%)의 가치는 2월말 기준 3조원이 넘는다. 그 대부분은 2008년 삼성특검 때 임직원 명의의 차명주식이 드러난 것으로, 상속세를 안냈다. 이재용... ",,2021-03-02 14:44:00
120,"효성, 현대차 공정위 기업집단 동일인 변경 신청",앞서 2018년 공정위는 고(故) <b>이건희</b> 회장의 와병 기간이 길어지자 이재용 삼성전자 부회장을 동일인으로 변경한 바 있다. 효성은 &quot;조석래 명예회장이 올해 만 85세로 고령인데다 지병인 담낭암이 재발해 건강이 매우 안... ,,2021-03-02 14:29:00
121,[집중! 시세포착!] 반도체 공급 위기 속 '삼성전자' 수요 증가 기대!,"온인주 머니투데이방송 앵커 (출연) <b>이건희</b> 어드바이저 / 주식명가 MTN W * 시세포착 종목 - 반도체 공급 위기속 조정구간 매수 - 자동차 · 5G · AI 확산 따른 수요증가 예상 - 목표가 100,000원, 손절가 83,700원 생방송 [오!... ",,2021-03-02 14:21:00
122,"[주식 고민 해결! 스탁 솔루션] &lt;두산퓨얼셀1우&gt;, &lt;코리아센터&gt; 전화·문자·...",(진행) 온인주 머니투데이방송 앵커 / 안신혜 머니투데이방송 앵커(출연) 정희준 피네아빌투자 전문가 / <b>이건희</b> 주식명가 MTN W 어드바이저실시간 전화상담 '두산퓨얼셀1우'실시간 전화상담 '코리아센터'실시간 문자상담... ,,2021-03-02 14:21:00
123,나대는 아이가 성공한다!,대를 이은 <b>이건희</b> 회장 대에 와서는 창의 인재를 뽑기 위해 관상 면접을 철회했다.... 반면 <b>이건희</b> 회장은 삼성이 초일류기업이 되려면 세계적인 천재급 인재를 뽑아야... ,,2021-03-02 11:12:00
124,10대 주식부자 한달새 지분가치 6조 증발,"72%), 고 <b>이건희</b> 삼성그룹 회장(-7.59%), 방준혁 넷마블 의장(-5.00%), 서경배 아모레퍼시픽 회장(-3.57%) 등의 순으로 높은 감소율을 나타냈다. 주식 부자 1위인 고 <b>이건희</b> 회장은 1조9984억원이 감소하면서 가장 큰... ",,2021-03-02 11:10:00
125,<b>이건희</b> 회장은 왜 휴대전화 15만대를 불태웠나,"<b>이건희</b> 회장이 직접 지인들에게 선물했을 정도다. 문제는 제품 품질. 불량률이 무려 12%에 가까웠다. 1995년... 엠피스리(MP3)폰, 카메라폰, 가로본능폰, 손목시계폰 등 다양한 형태를 가진 제품을 선보였고, <b>이건희</b>폰(SGH... ",,2021-03-02 07:20:00
126,‘전자 홀로 20조’ 배당금 늘린 삼성… 되레 3500억 줄인 현대차,삼성 16개사 지난해 기준 22조 지급 일각 “<b>이건희</b> 상속세 마련 위한 포석” 현대차 코로나로 ‘공장... 그렇지만 일각에서는 “고 <b>이건희</b> 전 삼성전자 회장의 주식 상속세인 11조원을 마련하기 위해 지난해 역대... ,,2021-03-02 05:08:00
127,내일부터 ‘화랑미술제’,최근 진행 중인 <b>이건희</b>(1942~2020) 삼성그룹 회장의 미술 소장품 가격 감정(鑑定)과 함께 논의되는 ‘문화재·미술품 물납제도’를 염두에 둔 행보다. 황달성 신임 회장은 “‘<b>이건희</b> 컬렉션'으로 물납제에 대한 국민적... ,,2021-03-02 03:06:00
128,현대차 “정몽구→정의선으로 총수 변경” 신청…효성그룹도 “조현준으로 변...,삼성그룹의 고 <b>이건희</b> 회장도 병상에서 수년간 동일인 지위를 유지하기도 했습니다. 공정위는 요청서와 기업집단 신고 자료 등을 종합적으로 검토해 오는 5월 대기업집단의 동일인을 지정할 예정입니다. [사진 출처... ,,2021-03-01 21:57:00
129,미술계 봄의 전령사,"<b>이건희</b> 컬렉션 시가감정을 진행하고 있는 한국화랑협회 미술품감정위원회 안내 부스도 마련된다. 7일 오전 11시30분 황인 평론가 겸 감정가, 사이몬 몰리 작가 겸 미술사가의 대담이 진행된다. 이어 오후 2시에는 황규성... ",,2021-03-01 17:51:00
130,‘동학개미 희비’ 배당금 20조원 푼 삼성…3500억 줄인 현대차,그렇지만 일각에서는 “고 <b>이건희</b> 전 삼성전자 회장의 주식 상속세인 11조원을 마련하기 위해 지난해 역대 최대 규모인 주당 2994원(연간 기준)의 배당을 한 것 아니냐”는 지적도 나온다. 지난해 ‘삼성 오너... ,,2021-03-01 17:42:00
131,"주진우 &quot;<b>이건희</b> 컬렉션 보도, 삼성의 상속세 내기 위한 준비 작업&quot;","최근 고 <b>이건희</b> 삼성그룹 회장의 미술품 컬렉션과 관련된 보도가 이어지고 있는 가운데 삼성이 상속세를... 주 기자는 &quot;<b>이건희</b> 컬렉션으로 불리는 이 회장 소장 미술품들이 어떤 돈으로 샀고, 어떻게 들여왔는지 명확하지... ",,2021-03-01 09:12:00
132,[CEO경영성적표①실적] &quot;코로나 넘었다&quot; 이재용·구광모 A,"지난해 10월 별세한 <b>이건희</b> 회장의 와병 기간이 7년에 달했던 만큼, 그 빈자리를 대신해 삼성그룹을 책임지며 내성을 길러온 덕분이다. 특히 지난해에는 코로나19라는 어려움 속에서도 안정감있는 경영 능력을 유감없이... ",,2021-03-01 09:09:00
133,[10줄 서평] 김용섭의 프로페셔널 스튜던트,5.<b>이건희</b> 회장도 세계 최초 기업 내 대학인 GE의 크로토빌 연수원을 모델로 삼성인력개발원을 만들고 초대 회장을 겸했다. &quot;천재 한 사람이 10만 명을 먹여 살린다&quot;는 그의 어록처럼 인재 제일은 여전히 삼성의 핵심 가치... ,,2021-03-01 08:02:00
134,[김어준의 뉴스공장] 2021년 3월 1일(월) 방송내용,"제3공장] ‘<b>이건희</b> 초특급 컬렉션’ 수 조원대? “미술품 물납제 등 상속세 위한 작업 예상돼” - 주진우 기자 ◎ 3부 [인터뷰 제4공장] - 전화연결 오늘, 양재수소충전소 재개장 “충전능력 2.5배 확대! 안전상 문제... ",,2021-03-01 08:00:00
135,[조용헌 살롱] [1286] <b>이건희</b>는 무엇을 남기고 갔는가,"<b>이건희</b> 당대에 삼성은 반도체와 휴대폰, 그리고 세계 일류의 가전제품들을 만들어 냈다. 세계 일류 제품을 만들어 내기 위해서는 세계 일류의 정신이 따라 줘야 한다. 물질이 개벽되면 정신도 개벽되기 마련이다. <b>이건희</b>는... ",,2021-03-01 03:04:00
136,"이낙연·민주당 '이익공유제' 법제화 추진에 재계 &quot;반헌법적, 자본주의 체제 ...","<b>이건희</b> 회장은 당시 &quot;누가 만들어낸 말인지, 사회주의 국가에서 쓰는 말인지, 자본주의 국가에서 쓰는 말인지, 공산주의 국가에서 쓰는 말인지 모르겠다&quot;며 &quot;정치하는 사람들의 이야기&quot;라고 작심 비판을 했다. 고 <b>이건희</b>... ",,2021-03-01 00:13:00
137,"후반 와르르…아이파크, 안방 첫 경기 참패 수모",아이파크는 박정인을 원톱으로 내세우고 김진규 정훈성 성호영이 뒤를 받치는 4-2-3-1 포메이션으로 <b>이건희</b>가 원톱으로 나선 이랜드의 3-4-2-1 진영에 맞섰다. 부산은 시작 직후 흔들렸다. 골키퍼 안준수가 올라온... ,,2021-03-01 00:08:00
138,[월간중앙] 직격 인터뷰 | 여당 속 야당 박용진의 대선출사표,여당 정치인으로는 이례적으로 고(故) <b>이건희</b> 삼성전자 회장의 빈소를 찾고 [조선일보] 창간 100주년 기념 타임캡슐 봉인식에 참석하는 행보를 보이면서 친문 강성 지지층의 거센 항의도 받았다. 운동권과... ,,2021-03-01 00:03:00
139,에버랜드 전환사채 편법발행,"관련기사로 알아보기 -경향신문 &quot;이재용 영장청구서에 없고 공소장에 있는 배임죄…<b>이건희</b> '에버랜드 사건' 때는 어땠나&quot; -한겨레 &quot;이재용, 어떻게 에버랜드 최대주주 됐나&quot;",,2021-02-28 19:07:00
140,황제 경영,<b>이건희</b> 회장 별세 후 <b>이건희</b> 회장의 경영에 관한 평가가 이어졌다. 삼성을 글로벌 기업으로 키우기도 했지만 재벌 대기업 위주로 성장하는 황제 경영을 이어간 인물이기도 하다는 평가로 나뉘었다. <b>이건희</b> 회장 외에도 롯데... ,,2021-02-28 19:07:00
141,[3월1일자] 비즈니스포스트 아침의 주요기사,"● <b>이건희</b> 상속 신고기한 다가와, 이재용 몰아 받을까 법정비율로 나눌까 ● 대기업 지분 상속 과정에서 경영권 다툼 잦아, 1등기업 삼성은 다를까 ● 삼성 <b>이건희</b> 지분 상속 뒤 이부진 이서현 계열분리 가능성에도 시선... ",,2021-02-28 18:40:00
142,카카오 CEO 100인 시대…70년대생 '김범수 키즈'가 뛴다,"김 의장은 지난해 10월 고 <b>이건희</b> 삼성 회장 장례식 조문 뒤 &quot;삼성에서 배운 모든 것들이 네이버, 카카오로 이어졌다. 이해진 창업자도 삼성 입사 동기였고, '삼성 키즈'들이 한국의 새로운 사업들을 이뤄냈다&quot;며 &quot;그 뒤... ",,2021-02-28 18:21:00
143,"'창단 첫 개막 승리' 서울E, 부산에 3-0 승...장윤호-이상민-김정환 골","<b>이건희</b>, 레안드로, 김민균, 박성우, 장윤호, 김선민, 황태현, 이인재 이상민, 김진화, 김경민(GK)가 나섰다.... 전반 36분엔 <b>이건희</b>의 패스를 받은 장윤호가 중거리 슈팅을 때렸다. 부산은 전반 막판 흐름을 주도했다. 전반... ",,2021-02-28 17:54:00
144,"'장윤호 결승포+레안드로 2도움' 서울E, 부산 3-0 완파…창단 이후 첫 '개막전...",서울이랜드는 레안드로~<b>이건희</b>~김민균이 공격 삼각 편대를 이뤘다. 장윤호와 김선민이 2선 중앙에 배치돼... 3분 뒤엔 서울이랜드 <b>이건희</b>와 장윤호가 연달아 묵직한 슛을 때렸다. 하지만 부산 수비가 몸을 던져 막아냈다.... ,,2021-02-28 17:54:00
145,"[GOAL LIVE] 서울E, ‘개막 무승 징크스’ 탈출… 서울E 3-0 부산","골키퍼 김경민, 이인재, 이상민, 김진환, 박성우, 장윤호, 김선민, 황태현, 레안드로, 김민균, <b>이건희</b>가 선발 출전했다. 서울은 전반 초반부터 부산을 밀어붙였다. 레안드로는 과감한 돌파로 기회를 만들었지만 막판... ",,2021-02-28 17:53:00
146,"[K리그2 리뷰] '골폭격' 서울E, 부산과의 개막전서 3-0 완승...'단독 1위'","이에 맞선 원정팀 서울은 3-4-2-1 포메이션을 가동했다 레안드로를 중심으로 <b>이건희</b>, 김민균, 황태현, 김선민... 전반 35분 전방에서 <b>이건희</b>가 공을 간수한 뒤 뒤에 있던 장윤호에게 패스를 내줬다. 장윤호는 과감한 슈팅을... ",,2021-02-28 17:53:00
147,&quot;모네 피카소 자코메티…최대 3조 <b>이건희</b> 컬렉션 국외 유출 막으려면 상속세 ...,황달성 한국화랑협회장 제언 고(故) <b>이건희</b> 삼성전자 회장이 40여년간 모은 미술품 1만3000여점의 향방에... 황달성 한국화랑협회 회장은 26일 기자회견에서 &quot;2조~3조원이 달하는 <b>이건희</b> 회장 컬렉션이 국외로 유출되지... ,,2021-02-28 17:05:00
148,미술계 봄의 전령사 '화랑미술제' 열린다,"<b>이건희</b> 컬렉션 시가감정을 진행하고 있는 한국화랑협회 미술품감정위원회 안내 부스도 마련된다. 7일 오전 11시30분 황인 평론가 겸 감정가, 사이몬 몰리 작가 겸 미술사가의 대담이 진행된다. 이어 오후 2시에는 황규성... ",,2021-02-28 11:35:00
149,&quot;모네 피카소 자코메티…최대 3조 <b>이건희</b> 컬렉션 국외 유출 막으려면 상속세 ...,(故) <b>이건희</b> 삼성전자 회장이 40여년간 모은 미술품 1만3000여점의 향방에 세간의 관심이 뜨겁다.... 황달성 한국화랑협회 회장은 26일 기자회견에서 &quot;2조~3조원에 달하는 <b>이건희</b> 회장 컬렉션이 국외로 유출되지 않도록... ,,2021-02-28 11:01:00
150,"대기업 지분 상속 과정에서 경영권 다툼 잦아, 1등기업 삼성은 다를까",<b>이건희</b> 전 삼성전자 회장이 남긴 지분이 20조 원 규모에 이르는데 이를 어떻게 나누냐에 따라 오너 3남매가... 이후 삼성그룹을 물려받은 <b>이건희</b> 전 회장과 이맹희 명예회장은 상속재산을 놓고 소송전을 벌이는 등 불편한... ,,2021-02-28 09:23:00
